city,year,income,expend,gdp,gap,gap_to_gdp,income_growth,expend_growth
太原,2008,116.92,152.86,1468.09,35.94000000000001,0.024480787962590858,0.3223252657769735,-0.01887034659820286
太原,2009,117.53,159.91,1545.0,42.379999999999995,0.02743042071197411,0.005217242559014679,0.046120633259191246
太原,2010,138.48,189.64,1778.1,51.16,0.02877228502333952,0.17825236109929365,0.18591707835657556
太原,2011,174.72,239.31,2080.12,64.59,0.031051093206161187,0.2616984402079723,0.2619173170217255
太原,2012,215.67,277.44,2311.4,61.77000000000001,0.02672406333823657,0.234375,0.159333082612511
太原,2013,247.33,319.11,2412.87,71.78,0.02974880536456585,0.14679834932999491,0.15019463667820077
太原,2014,258.85,322.69,2531.09,63.839999999999975,0.02522233504142483,0.046577447135406125,0.01121870201497921
太原,2015,274.24,419.99,2735.34,145.75,0.05328405243955047,0.0594552829824222,0.30152778208187425
太原,2016,282.69,424.07,2955.6,141.38,0.047834619028285286,0.030812427071178483,0.009714517012309853
太原,2017,311.85,479.06,3382.18,167.20999999999998,0.04943852781342211,0.1031518624641834,0.12967198811516978
太原,2018,373.23,542.46,3884.48,169.23000000000002,0.043565676744377634,0.1968253968253968,0.13234250407047132
太原,2019,386.62,610.55,4029.0,223.92999999999995,0.05557954827500619,0.03587600139324265,0.12552077572539888
太原,2020,378.44,647.34,4153.0,268.90000000000003,0.06474837466891405,-0.02115772593244014,0.0602571451969538
太原,2021,423.44,628.99,5121.61,205.55,0.040133864155997824,0.1189092062149879,-0.02834677294775545
太原,2022,437.48,715.9,5571.17,278.41999999999996,0.049975139871876094,0.03315699981107123,0.13817389783621348
太原,2023,449.24,777.26,5574.0,328.02,0.058848223896663075,0.026881228856176165,0.08571029473390146
太原,2024,440.26,744.38,5418.87,304.12,0.05612240190297978,-0.019989315288042042,-0.04230244705761266
太原,2025,,,,,,0.0,0.0
宁波,2006,257.38,292.7,2874.44,35.31999999999999,0.012287610804191423,,
宁波,2007,329.12,371.04,3435.0,41.920000000000016,0.012203784570596803,0.2787318361955087,0.2676460539801846
宁波,2008,390.39,439.41,3964.05,49.02000000000004,0.012366140689446409,0.18616310160427796,0.18426584734799478
宁波,2009,432.8,506.08,4329.0,73.27999999999997,0.016927696927696922,0.10863495478880103,0.15172617828451784
宁波,2010,530.93,600.74,5163.0,69.81000000000006,0.013521208599651377,0.22673290203327157,0.1870455263989883
宁波,2011,657.55,750.72,6059.24,93.17000000000007,0.015376515866676361,0.23848718286779813,0.24965875420314942
宁波,2012,725.5,828.44,6582.2,102.94000000000005,0.015639148005226224,0.1033381491901757,0.10352728047740833
宁波,2013,792.81,939.89,7128.87,147.08000000000004,0.020631600800687912,0.09277739490006875,0.13452995992467764
宁波,2014,860.61,1000.86,7610.28,140.25,0.018429019694413348,0.08551859840314835,0.06486929321516355
宁波,2015,1006.41,1252.64,8003.61,246.23000000000013,0.030764867353606704,0.16941471746784242,0.2515636552564795
宁波,2016,1114.54,1289.26,8686.49,174.72000000000003,0.020113993108839132,0.10744130125893037,0.029234257248690776
宁波,2017,1245.29,1410.6,9842.1,165.30999999999995,0.016796212190487797,0.11731297216788983,0.09411600452973024
宁波,2018,1379.69,1594.1,10745.46,214.40999999999985,0.019953543170790258,0.10792666768383286,0.1300864880192827
宁波,2019,1468.51,1767.89,11985.0,299.3800000000001,0.02497955778055904,0.06437678029122473,0.10902076406749894
宁波,2020,1510.84,1742.09,12409.0,231.25,0.01863566766056894,0.028825135681745495,-0.014593668158086825
宁波,2021,1723.14,1944.42,14594.92,221.27999999999997,0.015161439733825192,0.14051785761563118,0.11614210517252266
宁波,2022,1680.23,2187.81,15704.3,507.5799999999999,0.03232108403430907,-0.024902213401116646,0.12517357361063963
宁波,2023,1785.86,2235.09,16453.0,449.23000000000025,0.02730383516683889,0.06286639329139465,0.02161065174763821
宁波,2024,1790.47,2230.37,18147.7,439.89999999999986,0.024239986334356412,0.0025813893586283942,-0.0021117717854762796
宁波,2025,,,,,,0.0,0.0
广州,2006,427.08,506.79,6073.83,79.71000000000004,0.013123515146126915,,
广州,2007,523.79,623.69,7109.18,99.90000000000009,0.014052253565108787,0.22644469420249136,0.23066753487637892
广州,2008,621.84,713.35,8215.82,91.50999999999999,0.01113826739144723,0.18719334084270423,0.14375731533293767
广州,2009,702.65,789.92,9138.0,87.26999999999998,0.009550229809586341,0.1299530425833011,0.1073386135837946
广州,2010,872.65,977.32,10748.3,104.67000000000007,0.009738284193779489,0.24194122251476546,0.23723921409763027
广州,2011,979.48,1181.25,12423.44,201.76999999999998,0.01624107332590651,0.12242021428980698,0.208662464699382
广州,2012,1102.4,1343.65,13551.2,241.25,0.017802851407993387,0.125495160697513,0.13748148148148154
广州,2013,1141.8,1386.13,15420.14,244.33000000000015,0.015844862627706374,0.03574020319303317,0.03161537602798359
广州,2014,1243.1,1436.22,16706.87,193.12000000000012,0.011559316616457788,0.08871956559817828,0.036136581705900506
广州,2015,1349.47,1727.72,18100.41,378.25,0.0208973166906164,0.08556833722146262,0.2029633343081143
广州,2016,1393.64,1943.75,19547.44,550.1099999999999,0.02814230405618331,0.03273136861138082,0.12503762183687162
广州,2017,1536.74,2186.01,21503.15,649.2700000000002,0.03019418085257277,0.10268074969145546,0.12463536977491962
广州,2018,1634.22,2506.18,22859.35,871.9599999999998,0.038144566665281376,0.0634329815063055,0.14646319092776316
广州,2019,1699.04,2865.33,23629.0,1166.29,0.04935841550636929,0.03966418230103663,0.14330574819047315
广州,2020,1722.79,2952.65,25019.0,1229.8600000000001,0.049157040649106684,0.013978481966286926,0.030474674819305436
广州,2021,1884.26,3021.18,28231.97,1136.9199999999998,0.04027065769763852,0.0937258748889882,0.023209659119773685
广州,2022,1855.1,3022.45,28839.0,1167.35,0.04047817191996948,-0.015475571311814762,0.00042036555253255337
广州,2023,1945.06,2971.65,30356.0,1026.5900000000001,0.033818355514560555,0.04849334267694472,-0.016807556783404065
广州,2024,1954.74,2782.5,31032.5,827.76,0.026673970837025697,0.004976710230018666,-0.06365150673868059
广州,2025,,,,,,0.0,0.0
成都,2006,186.77,252.24,2750.48,65.47,0.023803118001221604,,
成都,2007,286.38,356.05,3324.17,69.67000000000002,0.02095861523327628,0.5333297638807089,0.4115524896923566
成都,2008,354.69,506.43,3900.99,151.74,0.03889781824613752,0.23852922690131995,0.4223564106164863
成都,2009,387.36,600.97,4503.0,213.61,0.04743726404619143,0.09210860187769598,0.18667930414864853
成都,2010,526.94,777.38,5551.3,250.43999999999994,0.04511375713796767,0.3603366377529946,0.29354210692713445
成都,2011,680.69,857.87,6854.58,177.17999999999995,0.02584841084355277,0.29177895016510424,0.10354009622063853
成都,2012,780.9,983.85,8138.9,202.95000000000005,0.024935802135423714,0.14721826382053482,0.146852087146071
成都,2013,898.54,1161.75,9108.89,263.21000000000004,0.028895946707008215,0.15064668971699313,0.18082024698887023
成都,2014,1025.17,1340.0,10056.59,314.8299999999999,0.0313058402500251,0.14092861753511254,0.15343232192812573
成都,2015,1157.64,1468.42,10801.16,310.78,0.028772835510260008,0.12921759317966774,0.09583582089552234
成都,2016,1175.41,1595.89,12170.23,420.48,0.03454988114439908,0.01535019522476766,0.08680758910938291
成都,2017,1275.53,1756.66,13889.39,481.1300000000001,0.03464011018482454,0.08517878867799311,0.10074002594163756
成都,2018,1424.16,1837.42,15342.77,413.26,0.026935162294683422,0.1165241115457889,0.045973609008003846
成都,2019,1482.96,2006.95,17013.0,523.99,0.030799388702756714,0.0412874957869902,0.09226524147990123
成都,2020,1520.38,2159.48,17717.0,639.0999999999999,0.03607269853812722,0.025233317149484957,0.07600089688333034
成都,2021,1697.63,2237.69,19916.98,540.06,0.02711555667576108,0.11658269643115537,0.03621705225332028
成都,2022,1722.43,2435.01,20817.5,712.5800000000002,0.034229854689564077,0.014608601403132582,0.0881802215677776
成都,2023,1929.06,2586.83,22075.0,657.77,0.02979705549263873,0.1199642365727489,0.062348819922710685
成都,2024,1949.5,2610.39,23511.34,660.8899999999999,0.028109414435757377,0.010595834240511026,0.009107672324814464
成都,2025,,,,,,0.0,0.0
拉萨,2006,3.9,15.69,,11.79,,,
拉萨,2007,5.75,24.62,121.91,18.87,0.1547863177754081,0.47435897435897445,0.5691523263224985
拉萨,2008,8.03,33.02,142.05,24.990000000000002,0.17592397043294614,0.39652173913043476,0.3411860276198213
拉萨,2009,10.05,37.73,163.0,27.679999999999996,0.16981595092024537,0.25155666251556674,0.14264082374318576
拉萨,2010,15.02,51.35,,36.33,,0.4945273631840794,0.36098595282268775
拉萨,2011,23.43,75.63,222.42,52.199999999999996,0.23469112489884003,0.5599201065246338,0.47283349561830557
拉萨,2012,34.36,106.9,260.1,72.54,0.27889273356401384,0.4664959453691848,0.41346026708977934
拉萨,2013,50.16,131.92,304.87,81.75999999999999,0.26817987994883064,0.459837019790454,0.23405051449953218
拉萨,2014,64.79,169.49,347.45,104.7,0.3013383220607282,0.29166666666666696,0.2847938144329898
拉萨,2015,62.42,200.4,376.73,137.98000000000002,0.3662570010352242,-0.03657971909245261,0.18237064133577197
拉萨,2016,70.79,248.11,424.95,177.32,0.41727262030827156,0.13409163729573859,0.23807385229540912
拉萨,2017,89.63,257.47,479.25,167.84000000000003,0.3502138758476787,0.26613928520977526,0.03772520253113543
拉萨,2018,110.1,300.12,540.78,190.02,0.35138133806723626,0.22838335378779417,0.16565036703305225
拉萨,2019,117.04,365.41,618.0,248.37,0.40189320388349514,0.06303360581289752,0.21754631480741038
拉萨,2020,107.26,349.66,678.0,242.40000000000003,0.35752212389380533,-0.08356117566643884,-0.04310226868449141
拉萨,2021,106.94,318.38,741.84,211.44,0.2850210287932708,-0.002983404810740331,-0.08945833095006583
拉萨,2022,72.47,355.33,747.57,282.86,0.37837259387080807,-0.32233027866093134,0.11605628494252151
拉萨,2023,109.14,452.12,835.0,342.98,0.4107544910179641,0.5060024837863943,0.2723946753721893
拉萨,2024,120.64,465.35,990.04,344.71000000000004,0.3481778513999435,0.10536925050393986,0.029262142793948565
拉萨,2025,,,,,,0.0,0.0
昆明,2006,103.72,133.68,1207.29,29.960000000000008,0.02481591001333566,,
昆明,2007,133.1,164.65,1405.05,31.55000000000001,0.022454716913988836,0.28326263015811803,0.23167265110712143
昆明,2008,174.99,233.49,1511.68,58.5,0.03869866638441998,0.3147257700976711,0.41809899787427884
昆明,2009,,,1809.0,,,0.0,0.0
昆明,2010,253.83,346.31,2120.4,92.47999999999999,0.04361441237502357,0.45054003085890626,0.48318985823804006
昆明,2011,317.69,441.73,2509.58,124.04000000000002,0.04942659727922601,0.2515857069692313,0.2755334815627617
昆明,2012,378.4,525.54,3011.1,147.14,0.048865862973664104,0.1910982404230539,0.18973128381590554
昆明,2013,450.75,585.76,3415.31,135.01,0.03953081857869417,0.1911997885835095,0.11458690109221004
昆明,2014,477.97,593.66,3712.99,115.68999999999994,0.03115817710255076,0.060388241819190336,0.013486752253482726
昆明,2015,502.22,615.49,3968.01,113.26999999999998,0.028545794995476315,0.05073540180346048,0.03677188963379718
昆明,2016,530.0,688.4,4300.08,158.39999999999998,0.03683652397164704,0.0553144040460356,0.11845846398804194
昆明,2017,560.86,775.9,4857.64,215.03999999999996,0.044268410174488015,0.05822641509433968,0.12710633352701928
昆明,2018,595.63,756.8,5206.9,161.16999999999996,0.030953158309166676,0.06199408051920252,-0.02461657430081199
昆明,2019,630.03,820.86,6476.0,190.83000000000004,0.029467263743051274,0.057753974783002926,0.08464587737843554
昆明,2020,650.47,875.05,6734.0,224.57999999999993,0.03335016335016334,0.03244289954446633,0.06601612942523682
昆明,2021,689.12,928.16,7222.5,239.03999999999996,0.03309657320872274,0.05941857426168773,0.06069367464716313
昆明,2022,505.25,863.32,7541.37,358.07000000000005,0.04748076277917673,-0.26681855119572784,-0.06985864506119621
昆明,2023,558.0,837.79,7865.0,279.78999999999996,0.03557406230133502,0.10440376051459666,-0.02957188528008159
昆明,2024,547.22,842.85,8275.22,295.63,0.03572472997696738,-0.019318996415770506,0.006039699686078981
昆明,2025,,,,,,0.0,0.0
杭州,2006,301.39,275.48,3441.51,-25.909999999999968,-0.0075286720073456034,,
杭州,2007,391.62,335.72,4100.17,-55.89999999999998,-0.013633581046639524,0.2993795414579117,0.21867286191375057
杭州,2008,455.35,419.67,4781.16,-35.68000000000001,-0.007462624133055578,0.16273428323374706,0.2500595734540687
杭州,2009,520.79,490.4,5088.0,-30.389999999999986,-0.005972877358490563,0.14371362688042155,0.1685371839778873
杭州,2010,671.34,616.58,5949.2,-54.75999999999999,-0.00920459893767229,0.2890800514602816,0.2573001631321372
杭州,2011,785.15,747.51,7019.06,-37.639999999999986,-0.005362541422925575,0.16952661840498107,0.21234876252878765
杭州,2012,859.99,786.28,7802.0,-73.71000000000004,-0.009447577544219436,0.09531936572629429,0.05186552688258339
杭州,2013,945.2,855.74,8343.52,-89.46000000000004,-0.01072209331313403,0.09908254747148226,0.08834003154092684
杭州,2014,1027.32,961.18,9206.16,-66.13999999999999,-0.007184320063957175,0.08688108336859912,0.12321499520882506
杭州,2015,1233.88,1205.48,10050.21,-28.40000000000009,-0.002825811599956627,0.20106685356072118,0.25416675336565486
杭州,2016,1402.38,1404.31,11313.72,1.9299999999998363,0.000170589337547671,0.13656109184037346,0.1649384477552509
杭州,2017,1567.42,1540.92,12603.36,-26.5,-0.0021026139061329674,0.11768564868295317,0.09727909079904018
杭州,2018,1825.06,1717.08,13509.15,-107.98000000000002,-0.007993100972303959,0.16437202536652573,0.114321314539366
杭州,2019,1965.97,1952.85,15373.0,-13.120000000000118,-0.0008534443504846236,0.07720842054507804,0.13730868684045006
杭州,2020,2093.39,2069.66,16106.0,-23.730000000000018,-0.001473363963740222,0.06481278961530434,0.05981514197198967
杭州,2021,2386.59,2392.04,18109.42,5.449999999999818,0.00030094834621980266,0.1400599028370253,0.15576471497733935
杭州,2022,2450.61,2542.09,18753.07,91.48000000000002,0.004878134620091538,0.026824884039571062,0.06272888413237254
杭州,2023,2616.81,2636.23,20059.0,19.420000000000073,0.0009681439752729484,0.06781984893557103,0.03703252048511252
杭州,2024,2640.33,2690.35,21860.32,50.01999999999998,0.002288164125685259,0.008988042693202747,0.020529316486042504
杭州,2025,,,,,,0.0,0.0
武汉,2006,178.6,257.81,2590.76,79.21000000000001,0.030574040050023933,,
武汉,2007,221.68,307.23,3141.9,85.55000000000001,0.027228746936567048,0.2412094064949608,0.19169155579690478
武汉,2008,277.32,377.88,3960.08,100.56,0.025393426395426355,0.25099242150848067,0.229958011912899
武汉,2009,316.07,503.64,4621.0,187.57,0.04059078121618697,0.13973027549401418,0.3328040647824706
武汉,2010,390.19,583.55,5565.9,193.35999999999996,0.03474011390790348,0.23450501471193097,0.15866491938686367
武汉,2011,673.26,765.04,6762.2,91.77999999999997,0.013572505989175117,0.7254670801404444,0.3110101962128353
武汉,2012,828.58,885.55,8003.8,56.969999999999914,0.007117869012219185,0.23069839289427563,0.15752117536337962
武汉,2013,978.52,1122.88,9051.27,144.36000000000013,0.0159491430484341,0.18096019696347954,0.26800293602845704
武汉,2014,1101.02,1175.1,10069.48,74.07999999999993,0.007356884367415192,0.12518906103094474,0.046505414648047694
武汉,2015,1245.63,1338.05,10905.6,92.41999999999985,0.008474545187793413,0.131341846651287,0.1386690494426006
武汉,2016,1322.1,1524.68,11912.61,202.58000000000015,0.017005509288056952,0.061390621613159446,0.13947909270954018
武汉,2017,1402.93,1728.28,13410.34,325.3499999999999,0.024261129844582605,0.06113758414643389,0.1335362174357897
武汉,2018,1528.7,1929.31,14847.29,400.6099999999999,0.026982028370160473,0.08964809363261184,0.11631795773832931
武汉,2019,1564.12,2237.1,16223.0,672.98,0.04148307957837638,0.02317001373716221,0.15953371930897564
武汉,2020,1230.29,2407.81,15616.0,1177.52,0.0754047131147541,-0.213429915863233,0.07630861383040544
武汉,2021,1578.65,2215.97,17716.76,637.3199999999997,0.03597271735915595,0.28315275260304484,-0.07967406066093263
武汉,2022,1504.74,2223.15,18866.43,718.4100000000001,0.03807874621748789,-0.04681848414784784,0.003240116066553389
武汉,2023,1601.2,2204.08,20012.0,602.8799999999999,0.030125924445332793,0.06410409771787817,-0.008577918718934874
武汉,2024,1667.31,2481.0,21106.23,813.69,0.03855212418323879,0.041287784161878616,0.12563972269609103
武汉,2025,,,,,,0.0,0.0
沈阳,2006,175.63,268.76,2519.63,93.13,0.03696177613379742,,
沈阳,2007,230.81,339.68,3221.15,108.87,0.03379848811759775,0.31418322610032456,0.2638785533561543
沈阳,2008,291.04,406.74,3860.47,115.69999999999999,0.029970444013293716,0.26095056540011274,0.19742110221384834
沈阳,2009,320.21,475.88,4269.0,155.67000000000002,0.03646521433591005,0.1002267729521713,0.1699857402763436
沈阳,2010,465.35,516.62,5017.5,51.26999999999998,0.01021823617339312,0.4532650448143407,0.085609817601076
沈阳,2011,620.12,639.29,5915.71,19.16999999999996,0.0032405239607756226,0.33258837434189314,0.23744725330029803
沈阳,2012,715.04,766.09,6602.6,51.05000000000007,0.007731802623209049,0.15306714829387857,0.19834503902767153
沈阳,2013,801.0,881.28,7158.57,80.27999999999997,0.011214530276298196,0.12021705079436118,0.15036092365126796
沈阳,2014,785.5,914.37,7098.71,128.87,0.018154002628646613,-0.019350811485642994,0.03754765795206971
沈阳,2015,606.24,808.58,7272.31,202.34000000000003,0.027823346364497667,-0.22821133036282626,-0.11569714666929143
沈阳,2016,620.95,825.39,5546.45,204.43999999999994,0.03685961290555219,0.0242643177619426,0.020789532266442423
沈阳,2017,656.24,855.02,5864.97,198.77999999999997,0.0338927564846879,0.056832273129881594,0.035898181465731316
沈阳,2018,720.64,965.44,6292.4,244.80000000000007,0.038904074756849545,0.09813482872119961,0.1291431779373582
沈阳,2019,730.29,1047.65,6470.0,317.3600000000001,0.04905100463678518,0.013390874777975181,0.0851528836592641
沈阳,2020,736.08,1074.05,6572.0,337.9699999999999,0.05142574558734022,0.00792835722795071,0.02519925547654256
沈阳,2021,773.02,1032.5,7249.0,259.48,0.03579528210787695,0.050184762525812276,-0.038685349844048145
沈阳,2022,713.67,1053.59,7695.8,339.91999999999996,0.044169547025650346,-0.07677679749553701,0.02042615012106519
沈阳,2023,800.85,1084.06,8122.0,283.2099999999999,0.03486949027333168,0.12215729959224864,0.028920168186865824
沈阳,2024,825.58,1160.69,9027.14,335.11,0.03712249948488669,0.030879690329025378,0.0706879693005924
沈阳,2025,,,,,,0.0,0.0
济南,2006,128.44,146.98,2185.09,18.539999999999992,0.008484776370767333,,
济南,2007,157.02,179.98,2562.81,22.95999999999998,0.008958916189651195,0.22251635004671444,0.22452034290379652
济南,2008,186.02,221.32,3017.42,35.29999999999998,0.011698736006256994,0.1846898484269519,0.2296921880208913
济南,2009,210.19,259.92,3351.0,49.73000000000002,0.01484034616532379,0.12993226534781188,0.17440809687330572
济南,2010,266.13,336.8,3910.5,70.67000000000002,0.018071857818693266,0.2661401589038488,0.2957833179439828
济南,2011,325.42,396.88,4406.29,71.45999999999998,0.01621772511568689,0.22278585653627925,0.17838479809976238
济南,2012,380.82,465.67,4803.7,84.85000000000002,0.017663467743614304,0.17024153401757713,0.173326950211651
济南,2013,482.07,519.32,5230.19,37.25000000000006,0.007122112198600827,0.2658736410902789,0.11521034208774461
济南,2014,543.13,571.41,5770.6,28.279999999999973,0.0049007035663535805,0.1266621030140851,0.10030424401139926
济南,2015,614.32,658.18,6100.23,43.8599999999999,0.007189892840106013,0.1310735919577266,0.15185243520414415
济南,2016,641.22,741.26,6536.12,100.03999999999996,0.015305716541311966,0.0437882536788643,0.12622686803002225
济南,2017,677.21,834.06,7201.96,156.8499999999999,0.021778793550644535,0.05612738217772373,0.12519224023959197
济南,2018,752.82,1018.25,7856.56,265.42999999999995,0.03378450619609599,0.11164926684484877,0.22083543150372886
济南,2019,874.19,1197.32,9443.0,323.1299999999999,0.034218998199724654,0.1612204776706252,0.1758605450527866
济南,2020,906.08,1288.8,10141.0,382.7199999999999,0.03773986786312986,0.03647948386506372,0.07640396886379586
济南,2021,1007.61,1293.08,11432.22,285.4699999999999,0.024970653118991756,0.11205412325622466,0.0033209186840470473
济南,2022,1001.14,1225.57,12027.46,224.42999999999995,0.018659800157306693,-0.0064211351614216206,-0.05220868005073154
济南,2023,1060.82,1365.29,12757.0,304.47,0.023866896605785063,0.05961204227181005,0.11400409605326511
济南,2024,1083.05,1397.15,13527.55,314.10000000000014,0.023219282131649865,0.020955487264568973,0.02333570157255971
济南,2025,,,,,,0.0,0.0
海口,2006,21.13,32.25,350.12,11.120000000000001,0.03176053924368788,,
海口,2007,44.85,43.21,393.69,-1.6400000000000006,-0.004165714140567453,1.1225745385707526,0.33984496124031005
海口,2008,31.03,46.79,443.18,15.759999999999998,0.035561171533011415,-0.30813823857302114,0.08285119185373757
海口,2009,38.44,66.61,490.0,28.17,0.05748979591836735,0.23880116016757968,0.4235947852105151
海口,2010,50.37,78.99,595.1,28.619999999999997,0.048092757519744574,0.3103537981269511,0.18585797928239
海口,2011,60.93,99.43,713.3,38.50000000000001,0.05397448478900885,0.20964860035735566,0.25876693252310434
海口,2012,73.17,113.85,818.8,40.67999999999999,0.04968246213971665,0.2008862629246677,0.14502665191592068
海口,2013,86.73,132.0,904.64,45.269999999999996,0.05004200565970993,0.18532185321853212,0.1594202898550725
海口,2014,100.12,150.92,1091.7,50.79999999999998,0.0465329302922048,0.15438717860025375,0.1433333333333333
海口,2015,111.5,170.93,1161.96,59.43000000000001,0.051146338944541986,0.11366360367558914,0.132586800954148
海口,2016,115.51,200.3,1257.67,84.79,0.06741832118123196,0.035964125560538074,0.1718247235710526
海口,2017,125.36,198.32,1390.58,72.96,0.05246731579628644,0.08527400225088733,-0.009885172241637652
海口,2018,169.88,238.25,1510.51,68.37,0.04526285823993221,0.35513720485003186,0.20134126663977425
海口,2019,185.34,265.86,1672.0,80.52000000000001,0.048157894736842115,0.09100541558747355,0.11588667366211958
海口,2020,186.05,307.08,1792.0,121.02999999999997,0.06753906249999998,0.003830797453329149,0.15504400812457675
海口,2021,208.32,274.26,2057.06,65.94,0.03205545778927207,0.119699005643644,-0.10687768659632668
海口,2022,204.82,332.68,2134.77,127.86000000000001,0.0598940401073652,-0.016801075268817245,0.2130095529789251
海口,2023,266.87,369.54,2358.0,102.67000000000002,0.04354113655640374,0.3029489307684796,0.11079716243837923
海口,2024,258.26,372.07,2470.63,113.81,0.04606517366015955,-0.03226289953910144,0.006846349515613914
海口,2025,,,,,,0.0,0.0
深圳,2006,500.88,571.42,5813.56,70.53999999999996,0.01213370120889781,,
深圳,2007,658.06,727.96,6801.57,69.90000000000009,0.010277038977765442,0.31380769845072654,0.2739491092366386
深圳,2008,800.36,889.86,7806.54,89.5,0.011464746225600586,0.21624168008996159,0.22240232979834063
深圳,2009,880.82,1000.84,8201.0,120.01999999999998,0.014634800634069014,0.10052976160727667,0.12471624749960664
深圳,2010,1106.82,1265.27,9581.5,158.45000000000005,0.0165370766581433,0.25657909675075485,0.2642080652252108
深圳,2011,1339.57,1590.56,11505.53,250.99,0.021814727352846848,0.21028712889178003,0.257091371802066
深圳,2012,1482.08,1565.71,12950.1,83.63000000000011,0.0064578651902302,0.1063848847018074,-0.015623428226536507
深圳,2013,1731.26,1690.83,14500.23,-40.430000000000064,-0.0027882316349464847,0.16812857605527376,0.07991262749806793
深圳,2014,2082.44,2166.14,16001.82,83.69999999999982,0.005230655012992261,0.2028464817531741,0.2811104605430468
深圳,2015,2726.85,3521.67,17502.86,794.8200000000002,0.04541086428160884,0.30944949194214466,0.6257813437727942
深圳,2016,3136.49,4211.04,19492.6,1074.5500000000002,0.05512604783353684,0.15022461814914645,0.19575087955430237
深圳,2017,3332.13,4593.8,22490.06,1261.67,0.05609900551621472,0.062375457916333366,0.09089441088187256
深圳,2018,3538.41,4282.54,24221.98,744.1300000000001,0.030721270515457453,0.06190634819169705,-0.06775654142539944
深圳,2019,3773.38,4552.73,26927.0,779.3499999999995,0.028943068295762597,0.06640553242840719,0.06309106278049925
深圳,2020,3857.39,4177.72,27670.0,320.3300000000004,0.011576797976147466,0.02226385892753968,-0.08237035800497705
深圳,2021,4257.7,4570.22,30664.85,312.52000000000044,0.010191473299233502,0.10377742463168094,0.09395076740423014
深圳,2022,4012.44,4997.38,32387.68,984.94,0.030410946384551163,-0.057603870634379994,0.09346596006319174
深圳,2023,4112.78,5012.07,34606.0,899.29,0.025986534127029993,0.02500722752240514,0.002939540319127243
深圳,2024,3914.18,4700.87,36801.87,786.69,0.02137635940782357,-0.04828850558503006,-0.06209011446368462
深圳,2025,,,,,,0.0,0.0
石家庄,2006,77.37,128.25,2026.63,50.879999999999995,0.025105717373176156,,
石家庄,2007,95.87,163.17,2360.72,67.29999999999998,0.02850825171981429,0.23911076644694318,0.2722807017543858
石家庄,2008,110.04,193.79,2838.37,83.74999999999999,0.029506371614694344,0.14780431834776264,0.18765704479990197
石家庄,2009,125.96,240.92,3001.0,114.96,0.038307230923025654,0.14467466375863314,0.24320140358119602
石家庄,2010,163.63,305.16,3401.0,141.53000000000003,0.04161423110849751,0.2990631946649731,0.2666445293043336
石家庄,2011,221.23,403.54,4082.68,182.31000000000003,0.04465449165744071,0.3520136894212553,0.3223882553414601
石家庄,2012,272.28,464.09,4500.2,191.81,0.04262255010888405,0.23075532251502962,0.15004708331268257
石家庄,2013,315.12,522.94,4863.66,207.82000000000005,0.042729138138767934,0.1573380343763775,0.12680730030813003
石家庄,2014,343.47,566.49,5170.27,223.01999999999998,0.04313507805201662,0.08996572734196495,0.08327915248403239
石家庄,2015,375.05,682.39,5440.6,307.34,0.05649009300444803,0.09194398346289345,0.20459319670250142
石家庄,2016,410.72,746.12,5927.73,335.4,0.05658152446214656,0.09510731902413005,0.09339234162282573
石家庄,2017,460.89,806.73,6460.88,345.84000000000003,0.05352831193273982,0.12215134398130112,0.08123358172948048
石家庄,2018,519.68,991.61,6082.62,471.93000000000006,0.07758663207630924,0.1275575516934626,0.2291720897946028
石家庄,2019,569.13,1051.39,5810.0,482.2600000000001,0.08300516351118763,0.09515471059113301,0.060285797843910416
石家庄,2020,632.19,1142.23,5935.0,510.03999999999996,0.08593765796124683,0.11080069579885099,0.08639990869230241
石家庄,2021,681.36,1152.74,6490.3,471.38,0.07262838389596783,0.07777725051013129,0.009201299212943104
石家庄,2022,692.16,1250.43,7100.64,558.2700000000001,0.07862249036706552,0.01585065163790067,0.08474590974547613
石家庄,2023,737.89,1274.83,7534.0,536.9399999999999,0.07126891425537563,0.06606853906611199,0.01951328742912417
石家庄,2024,746.08,1274.69,8203.44,528.61,0.06443760178656759,0.011099215330198309,-0.0001098185640436844
石家庄,2025,,,,,,0.0,0.0
福州,2006,115.62,110.06,1664.05,-5.560000000000002,-0.003341245755836665,,
福州,2007,146.56,143.09,1974.58,-3.469999999999999,-0.0017573357372200665,0.2676007611139941,0.30010903143739776
福州,2008,168.86,178.2,2284.16,9.339999999999975,0.0040890305407677114,0.1521561135371179,0.24537004682367725
福州,2009,195.26,205.09,2604.0,9.830000000000013,0.0037749615975422473,0.1563425322752574,0.15089786756453427
福州,2010,247.82,262.42,3123.4,14.600000000000023,0.004674393289364162,0.2691795554645089,0.2795358135452728
福州,2011,320.04,363.3,3736.38,43.25999999999999,0.011578051482986204,0.2914211928012269,0.38442191906104717
福州,2012,382.02,410.73,4218.3,28.710000000000036,0.006806059312993394,0.19366329208848887,0.13055326176713455
福州,2013,453.97,533.84,4678.5,79.87,0.017071711018488832,0.18834092455892382,0.2997346188493657
福州,2014,510.87,574.81,5169.16,63.93999999999994,0.012369514582640108,0.1253386787673194,0.07674584145062169
福州,2015,560.46,725.93,5618.08,165.4699999999999,0.029453122775040568,0.09706970462152809,0.2629042640176755
